@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R52-53,56,7,21,55,16,24,57,25,23,27,5,19,26,3,11,17,2,8,6,20,10,9,18,12,54,30,58'

@attribute attribute_51 numeric
@attribute attribute_52 numeric
@attribute attribute_55 numeric
@attribute attribute_6 numeric
@attribute attribute_20 numeric
@attribute attribute_54 numeric
@attribute attribute_15 numeric
@attribute attribute_23 numeric
@attribute attribute_56 numeric
@attribute attribute_24 numeric
@attribute attribute_22 numeric
@attribute attribute_26 numeric
@attribute attribute_4 numeric
@attribute attribute_18 numeric
@attribute attribute_25 numeric
@attribute attribute_2 numeric
@attribute attribute_10 numeric
@attribute attribute_16 numeric
@attribute attribute_1 numeric
@attribute attribute_7 numeric
@attribute attribute_5 numeric
@attribute attribute_19 numeric
@attribute attribute_9 numeric
@attribute attribute_8 numeric
@attribute attribute_17 numeric
@attribute attribute_11 numeric
@attribute attribute_53 numeric
@attribute attribute_29 numeric
@attribute attribute_57 {0,1}

@data
0.478,0,44,0,0.74,2.868,0.99,0,175,0,0,0,0.49,2.47,0,0.24,0.24,0.24,0,0.24,0,0,0.24,0,0,0.49,0,0,1
0,0.168,10,0.32,3.24,1.494,0.32,0.32,139,0,0,0,0.64,2.27,0,0.32,0,0.32,0,0.64,0.64,0,0,0,0,0.32,0,0,1
0,0.168,10,0.32,3.24,1.494,0.32,0.32,139,0,0,0,0.64,2.27,0,0.32,0,0.32,0,0.64,0.64,0,0,0,0,0.32,0,0,1
0.792,0.339,22,0,2.34,2.627,0.78,0,113,0,0.78,0,1.56,1.56,0,0.78,0,0.78,0,0,0,0,0,0,0,0,0,0,1
0.601,0.133,108,0,0.4,10.578,0,0,603,0,0.8,0,0,0.4,0,0,0,0,0,0.4,0,0,0,0,0.4,0,1.068,0,1
0.682,0.341,22,0,2.36,2.555,1.57,0,115,0,0.78,0,1.57,1.57,0,0.78,0,0.78,0,0,0,0,0,0,0,0,0,0,1
0.415,0.138,11,0,4.16,1.937,0.75,0,93,0,0,0,1.51,6.06,0,0.37,0.75,0.37,0.75,0.37,0,0,0.37,0,1.13,1.89,0,0,1
0.149,0.074,44,0.96,0.96,2.586,1.44,0,150,0,0,0,0.96,3.36,0,0,0.48,0,0,0,0,0,0.48,0,0,0.96,0,0,1
0.395,0,72,0.43,0,7.983,0,0,495,0,0,0,0.43,0.87,0,0,0,0,0,0.43,0.43,0,0,0,0,0.43,1.121,0,1
0.682,0.341,22,0,2.36,2.555,1.57,0,115,0,0.78,0,1.57,1.57,0,0.78,0,0.78,0,0,0,0,0,0,0,0,0,0,1
0.121,0,43,0,0.81,4.035,0.81,0,113,0,0,0,2.43,2.43,0,1.62,0,0,0.81,0,0,0.81,0.81,0,0.81,0,0,0,1
0.36,0.524,122,0,1.32,6.186,0.23,0.38,2227,0,0.46,0,0.15,3.11,0,0.31,0.31,0.38,0.46,0.19,0.03,0,0.66,0.58,0,0.66,0.137,0,1
1.021,0.218,59,0.87,1.31,3.35,0,0,134,0,1.31,0,0.87,4.38,0,0.87,0,0.43,0,0,0,0,0,0,0.43,0.43,0,0,1
0.234,0,41,0,3.7,4.176,1.23,0,71,0,0,0,0,4.93,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,1
0.371,0,21,1.58,1.58,3.538,1.58,0,46,0,0,0,1.58,3.17,0,1.58,0,0,0,0,0,0,0,0,0,1.58,0,0,1
0.559,0,28,0,3.6,2.9,0,0,87,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,1
0.185,0.061,124,0,0.32,10.585,0,0,434,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0.32,0,0.32,0,0,0,1
0,0,11,0.94,0.47,2.125,0,0,102,0,0,0,0.94,1.89,0,0,0,0,0.47,0,0,0,0,0,0,0.47,0,0,1
0.565,0,28,0,2.75,2.9,0,0,87,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,1
0.089,0.079,95,0,0.92,4.913,0.17,0.05,1312,0,0,0,0.34,1.15,0,0.4,0,0,0.05,0,0,0.05,0.05,0.57,0,0.28,0.009,0,1
0.089,0.079,95,0,0.92,4.924,0.17,0.05,1310,0,0,0,0.34,1.04,0,0.4,0,0,0.05,0,0,0.05,0.05,0.57,0,0.28,0.009,0,1
0.457,0,10,0.86,1.73,2.75,0.86,0,55,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,0,1.73,0,0,0,1
0.759,0,10,0.86,1.73,2.75,0.86,0,55,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,0,1.73,0,0,0,1
1.008,0.059,1177,0,0,295,0,0,1180,0.38,0,0,1.14,0.38,0,1.9,0,0,0,0,0,0.76,0.38,0.38,0,0,0,0,1
1.005,0.059,1177,0,0,295,0,0,1180,0.38,0,0,1.14,0.38,0,1.9,0,0,0,0,0,0.76,0.38,0.38,0,0,0,0,1
1.008,0.059,1177,0,0,589,0,0,1178,0.38,0,0,1.14,0.38,0,1.9,0,0,0,0,0,0.76,0.38,0.38,0,0,0,0,1
0.034,0,15,0,0,3.168,0,0,339,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.034,0,15,0,0,2.588,0,0,277,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.522,0,11,1.31,0.65,1.69,0,0.65,71,0,0,0,0.65,3.28,0,0,0,0,0.65,0,0,0,0,0,0,0.65,0,0,1
0.034,0,15,0,0,3.168,0,0,339,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.034,0,15,0,0,2.588,0,0,277,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.144,0,139,0.3,3,5.403,0.9,0.6,281,0,0,0,0.3,2.4,0,0.3,0.6,0.6,0,0.3,0.3,2.7,0,0,0.3,0.9,0.096,0,1
0,0.166,10,0.32,3.24,1.494,0.32,0.32,139,0,0,0,0.64,2.27,0,0.32,0,0.32,0,0.32,0.64,0,0,0,0,0.32,0,0,1
0.435,0.118,669,0.25,0.42,7.497,0.25,0.08,1402,0,0.85,0,0.85,1.62,0,0.76,0.17,0.08,0.08,0.17,1.02,0.17,0.08,0.59,0.94,0.59,0.013,0,1
2.077,0,338,0.45,0.91,12.176,2.75,0,621,0,0,0,0,1.83,0,1.83,0,0,0,0,0,0,0.91,0,0,0,0.134,0,1
0,0,65,1.03,1.03,10.692,2.06,0,139,0,0,0,3.09,2.06,0,0,0,0,0,1.03,0,0,1.03,0,0,1.03,0,0,1
0,0,65,1.04,1.04,10.692,2.08,0,139,0,0,0,3.12,2.08,0,0,0,0,0,1.04,0,0,1.04,0,0,1.04,0,0,1
0,0,65,1.03,1.03,10.692,2.06,0,139,0,0,0,3.09,2.06,0,0,0,0,0,1.03,0,0,1.03,0,0,1.03,0,0,1
0.74,0,21,0,0.46,2.673,1.4,0,139,0,0,0,2.8,1.86,0,0.46,0,0,0.46,0,0,0,0,0,1.4,1.4,0,0,1
0,0,15,1.21,0,1.676,1.21,0,57,0,0,0,0,4.87,0,0,0,0,0,0,0,0,1.21,0,0,1.21,0,0,1
0.198,0.099,12,0,2.63,2.195,1.97,0.65,101,0,0,0,2.63,1.31,0,1.31,0,0,0,0.65,0,0,0,0,0,0.65,0,0,1
0.175,0.043,69,0,0.26,8.271,0,0,885,0,0,0,0,1.05,0,0,0.26,0,0,0,0,1.32,0,0,0,0.26,0.35,0,1
0.355,0.118,7,0.74,0.74,2.095,0.74,0,44,0,0.74,0,0,4.47,0,0,0.74,3.73,0,0,0,0,1.49,0,0,0.74,0.237,0,1
0,0.208,25,0,5.19,4.818,0,1.29,53,0,0,0,0,1.29,0,1.29,0,0,0,0,0,0,0,0,0,1.29,0,0,1
0.112,0.018,489,0,0.17,3.922,0.05,0,3271,0.02,0,0,0.02,0.07,0,0.05,0,0.1,0.02,0.05,0,0.2,0.35,0,0.38,0.02,0.018,0,1
0.355,0.118,12,0,0.66,2.315,0,0,132,0,0,0,0.66,0.66,0,1.33,0,0,0,0,0,0,0,0,0.66,0,0,0,1
0.356,0.118,12,0,0.67,2.315,0,0,132,0,0,0,0.67,0.67,0,1.35,0,0,0,0,0,0,0,0,0.67,0,0,0,1
0,0,14,1.07,0,2.333,0,0,119,0,0,0,0.53,1.07,0,0,0,0,0,0,0,0,0.53,0,1.61,0,0,0,1
0.142,0.047,13,0,0.27,2.353,0.27,0,273,0,0,0,0,1.09,0,0,0,0,0,0,0,1.36,0.27,0,0,0.27,0.381,0,1
0,0,14,1.07,0,2.333,0,0,119,0,0,0,0.53,1.07,0,0,0,0,0,0,0,0,0.53,0,1.61,0,0,0,1
0.52,0.289,84,0,0.92,4.33,0,1.23,446,0,0.76,0,0,1.84,0,0,0,0,0,0.15,0.46,0,0.61,0,0,0.3,0.144,0,1
1.046,0.037,97,0,1.19,4.022,0.23,0,543,0,0,0,0.23,3.81,0,0.71,0.23,0,0,0,0,0.23,0.23,0.23,0,1.9,0,0,1
0.238,0,38,0.23,1.9,3.184,0,0.71,242,0,0,0,0.23,3.8,0,0.23,0,0.71,0,0,0.23,0,0.23,0,0,0.23,0,0,1
1.046,0.037,97,0,1.19,4.022,0.23,0,543,0,0,0,0.23,3.81,0,0.71,0.23,0,0,0,0,0.23,0.23,0.23,0,1.9,0,0,1
1.147,0.191,489,0,2.02,11.735,0.57,0,622,0,0,0,0.28,0.86,0,0.57,0,1.15,0,0.57,0,2.31,0,0,0,0.28,0.191,0,1
0.391,0.13,7,0.9,0.9,2.15,0.9,0,43,0,0.9,0,0,5.4,0,0,0.9,4.5,0,0,0,0,1.8,0,0,0.9,0.26,0,1
0.355,0.118,7,0.74,0.74,2.15,0.74,0,43,0,0.74,0,0,4.47,0,0,0.74,3.73,0,0,0,0,1.49,0,0,0.74,0.236,0,1
0.134,0.107,57,0,1.46,5.216,1.95,0.81,1038,0,0.16,0,0.16,0.81,0,0,0.32,0,0.16,1.14,0.16,0.48,0.32,1.3,0.32,0.48,0.026,0,1
0.458,0.504,64,0,0.27,2.934,1.08,0.54,578,0,0.27,0,0,1.08,0,0.27,0,0,0.27,0.54,0,0,0.27,0,0.27,0.27,0,0,1
0.465,0.271,58,0.21,1.71,9.052,0,0,869,0,1.28,0,0.85,0.64,0,0.85,0,0.21,0,0,0.21,0.21,1.5,0,0,0,0.969,0,1
0.522,0.313,22,0.64,3.22,2.511,0.64,0,113,0,0.64,0,1.29,1.29,0,0.64,0,0.64,0,0,0,0,0,0,0,0.64,0,0,1
0,0.171,32,1.63,2.18,2.592,0.54,0,70,0,0,0,0,4.91,0,0,0.54,2.73,0,0,0.54,0,0,0,0.54,0.54,0,0,1
0.367,0.073,27,0,4.68,2.34,0,0,103,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0.52,0.52,0,2.08,0.073,0,1
0.31,0.112,34,0,0.94,2.548,0,0.18,237,0,0,0.18,0,2.65,0,0.56,0,0.37,1.32,0.18,0.94,0,0.75,0.37,0,2.08,0,0,1
0.265,0.088,67,0,1.07,11.066,0,0,332,0,0,0,0.53,3.22,0,1.07,0,0,0,0,0,0.53,0,0,0,0,1.151,0,1
0,0.213,25,0,5.26,4.818,0,1.31,53,0,0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,1.31,0,0,1
0.587,0,35,0,0,7,0,0,273,0,0,0,0,3.36,0,0,0,0,0,0,0.84,0,0,0,0,0,1.468,0,1
1.706,0.2,38,0.68,2.05,4.281,1.36,0,137,0,1.36,0,0,2.73,0,0.68,0,0,0,0,0,0,0,0,0,4.1,0,0,1
0.198,0,332,1.16,1.16,9.266,1.93,0,556,0,0,0,0,2.32,0,0.38,0.38,0,1.16,0,0,0,0.77,0,0.38,0.77,0.148,0,1
0.13,0,139,0.27,2.73,4.6,0.82,0.54,276,0,0,0,0.27,2.46,0,0.27,0.54,0.54,0,0.27,0.27,2.46,0,0,1.09,0.82,0.086,0,1
0.39,0.438,61,0,1.25,3.322,1.25,0,319,0,0.94,0,0.31,3.14,0,0.94,0,0.62,0,0,0,0,0,0.31,0,0.62,0.097,0,1
0.371,0,28,0,2.19,3.096,1.09,0,96,0,0,0,0,3.29,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,1
0.491,0.158,669,0.5,0.7,8.55,0.1,0.1,1351,0,0.6,0,0.8,1.31,0,1.01,0.3,0,0.2,0,0.8,0.2,0.1,0.8,1.11,0.7,0.015,0,1
0.26,0,86,0,0.81,13.5,0,0,189,0,0,0,0.81,3.27,0,0.81,0,0.81,0,0,0,0,0,0,0,0,0.651,0,1
1.105,0.201,155,0,3.1,12.904,0.62,0,271,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0.62,0,0,1.24,0,0,1
0.312,0.062,8,0,0.41,1.477,0.41,0,65,0,0,0,0,0.41,0,0,0,0,0,1.25,0,0,0.41,0,1.67,0,0,0,1
0.199,0,226,1.65,0.82,15.892,2.47,0,445,0,0,0,2.06,2.47,0,0.41,0,0,0.41,0.82,0,0,0,0,0.82,0,0,0,1
0.199,0,226,1.65,0.82,15.892,2.47,0,445,0,0,0,2.06,2.47,0,0.41,0,0,0.41,0.82,0,0,0,0,0.82,0,0,0,1
0.199,0,226,1.65,0.82,15.892,2.47,0,445,0,0,0,2.06,2.47,0,0.41,0,0,0.41,0.82,0,0,0,0,0.82,0,0,0,1
0.236,0,41,0,3.89,7.181,1.29,0,79,0,0,0,0,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.626,0.162,706,0,5.4,69.727,0.45,0,767,0,0,0,0.45,1.8,0,0.9,0,0,0.9,0.45,0,0,1.8,0,0,2.25,0.081,0,1
1.631,0.244,708,0,4.97,64.416,0.45,0,773,0,0,0,0.45,1.8,0,0.9,0,0,0.9,0.45,0,0,1.8,0,0,2.26,0.081,0,1
1.633,0.245,708,0,5.04,64.416,0.45,0,773,0,0,0,0.45,1.83,0,0.91,0,0,0.91,0.45,0,0,1.83,0,0,2.29,0.081,0,1
0.53,0.132,76,0.41,2.06,6.404,2.47,0.82,301,0,0,0,0.41,1.23,0,0.82,1.65,1.65,0,0.82,0,1.23,1.23,0.41,0,0.41,0.132,0,1
5.848,1.313,54,0,1.08,5.96,0,0.09,757,0,0,0,0.39,3.75,0,0.59,0,0.09,0.49,0,0.19,0.09,0.39,0.09,0,1.57,0,0,1
0,0.212,25,0,5.26,4.818,0,1.31,53,0,0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,1.31,0,0,1
0,0.212,25,0,5.26,4.818,0,1.31,53,0,0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,1.31,0,0,1
0.189,0.141,31,0,1.2,1.932,0.3,0.6,201,0,0,0,0,2.7,0,0.6,0,0,0,0,0.6,0,0,0.6,0,1.8,0,0,1
1.254,0.221,91,0.94,0.94,5.918,0,0,219,0,1.41,0,0.94,4.24,0,0.94,0,0.47,0,0,0,0,0,0,0,0.47,0,0,1
1.203,0.467,393,0,2.53,18.4,0.36,0,736,0,0,0,0,1.08,0,1.81,0.36,0.36,0.72,0.36,0.36,0,1.08,0.72,0.36,0.72,0.066,0,1
1.272,0.254,63,0,1.47,6.294,7.35,4.41,107,0,0,0,0,2.94,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,1
1.272,0.254,63,0,1.47,6.055,7.35,4.41,109,0,0,0,0,2.94,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,1
0.18,0,17,0.51,1.03,1.773,0,0,94,0,0,0,0.51,3.1,0,0.51,0,1.03,0,0,0.51,0,0,0,1.03,0,0,0,1
0.178,0,17,0.5,1.01,1.792,0,0,95,0,0,0,0.5,3.04,0,0.5,0,1.01,0,0,0.5,0,0,0,1.01,0,0,0,1
1.211,0.471,393,0,2.6,18.4,0.37,0,736,0,0,0,0,1.48,0,1.85,0.37,0.37,0.74,0.37,0.37,0,1.11,0.74,0.37,0.74,0.067,0,1
5.84,1.311,54,0,1.08,5.96,0,0.09,757,0,0,0,0.39,3.75,0,0.59,0,0.09,0.49,0,0.19,0.09,0.39,0.09,0,1.57,0,0,1
1.203,0.467,393,0,2.53,18.4,0.36,0,736,0,0,0,0,1.08,0,1.81,0.36,0.36,0.72,0.36,0.36,0,1.08,0.72,0.36,0.72,0.066,0,1
0.376,0.05,49,0,0.9,2.271,0,0.3,427,0,0.15,0,0.9,2.26,0,0.15,0,0.3,0,0,0.15,0,0,0.9,0,0.75,0.025,0,1
0.087,0,18,0,0.45,1.54,0,0.3,208,0,0,0,0.75,1.51,0,0.3,0,0,0.15,0,0,0,0,0,0.75,0.15,0,0,1
0.133,0.041,74,0.06,2.48,3.29,0,0.19,1030,0,0,0,0.44,3.82,0,0.7,0.25,0.06,0.19,0,0,0.19,0.5,0.57,0,0.95,0.143,0,1
0.573,0,18,0,0,2.884,0,0,75,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.099,0.079,95,0,0.92,4.906,0.17,0.05,1310,0,0,0,0.34,1.09,0,0.4,0,0,0.05,0,0,0.05,0.05,0.57,0,0.28,0.009,0,1
0.204,0,41,0,3.57,8.636,1.19,0,95,1.19,0,0,0,3.57,1.19,0,0,0,0,0,0,0,1.19,0,0,0,0,0,1
0.482,0.896,78,0.44,1.34,6.77,0.44,0.44,325,0,0.44,0,1.34,2.24,0,0.44,0,0.89,0,0,0,0,0,0,0,0,0,0,1
0.672,0.403,29,0,2.32,2.794,0.77,0,109,0,0,0,0.77,2.32,0,0,0,0.77,0,0,0,0,0,0,0,1.55,0,0,1
0.045,0.342,79,0.14,1.12,14.88,0,0.28,1622,0,0.84,0,0,1.82,0,0.14,0.84,0.28,0.14,0,0,2.53,0,0.42,0,0.98,1.233,0,1
0.49,0.158,669,0.5,0.7,8.55,0.1,0.1,1351,0,0.6,0,0.8,1.31,0,1.01,0.3,0,0.2,0,0.8,0.2,0.1,0.8,1.11,0.7,0.015,0,1
0.823,0,29,0,2.4,2.815,0.8,0,107,0,0,0,0.8,2.4,0,0,0,0.8,0,0,0,0,0,0,0,1.6,0,0,1
0.8,0.266,16,0,3.27,2,1.63,0,36,0,0,0,0,3.27,0,1.63,0,0,0,0,0,0,0,1.63,0,0,0,0,1
0.196,0,57,0.69,1.39,6.1,0,0,183,0,0,0,1.39,3.49,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,1
0.539,0.269,47,0,1.04,5.787,1.04,0.52,272,0,1.57,0,0,3.66,0,0,0.52,0,0,1.04,0,1.04,0,0,0,1.04,0,0,1
0,0.166,10,0.32,3.25,1.494,0.32,0.32,139,0,0,0,0.65,2.28,0,0.32,0,0.32,0,0.32,0.65,0,0,0,0,0.32,0,0,1
0,0.166,10,0.32,3.25,1.494,0.32,0.32,139,0,0,0,0.65,2.28,0,0.32,0,0.32,0,0.32,0.65,0,0,0,0,0.32,0,0,1
0.486,0.118,669,0.25,0.42,7.561,0.25,0.08,1414,0,0.85,0,0.85,1.62,0,0.76,0.17,0.08,0.08,0.17,1.02,0.17,0.08,0.59,0.93,0.59,0.013,0,1
0.01,0.167,13,0.05,1.11,1.818,0,0.05,462,0,0.82,0,1.52,4.21,0,0.17,0.05,0.64,0,0.05,0.35,0.23,0.05,0.05,0.05,0.52,0,0,1
0.874,0.051,61,0,0.81,5.582,0,0,374,0,0.27,0,0,4.87,0,0.27,0,0.27,0,0,0,0,0,0,0,1.62,0.051,0,1
0.663,0.132,123,0,1.76,8.666,0.44,1.32,442,0,0,0,0,3.53,0,0,0,0,1.32,0,0.44,0,0,1.32,0.44,2.65,0.066,0,1
1.939,0,30,0,1.14,8.461,4.59,0,110,0,0,0,2.29,3.44,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,1
0.606,0.606,10,0,3.57,3.111,0,0,28,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,19,0,0.54,1.49,0,0,82,0,0,0,2.16,2.7,0,0,0,1.08,0,0.54,0,0,1.08,0,0,0,0,0,1
0.567,0,28,0,2.75,2.9,0,0,87,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,1
0.381,0.063,12,0.7,1.41,2.021,0.7,0.35,95,0,0.35,0,1.06,6,0,0.7,0,0,0,0,0,0,0.7,0,0,0.7,0,0,1
1.244,0,9,2.73,2.73,2.472,0,0.68,89,0,0,0,0.68,4.1,0,0.68,0,0,0.68,0,0,0,0.68,0,0.68,2.05,0,0,1
0.301,0,694,0.55,0.83,19.482,0,0,1130,0,0,0,0.27,0.55,0,0,0,1.11,0,0.27,0,0.27,0.27,0.27,0,0.27,0.043,0,1
0.559,0.047,23,0.09,0.67,1.694,0,0,432,0,0.09,0,0.58,0.77,0,0.09,0.29,0.19,0,0,0.29,0,0,0.38,0,0.48,0.031,0,1
0.804,0,17,1.61,0,2.466,1.61,0,37,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.167,13,0.97,0.97,3.5,0.97,0,77,0.97,0,0,0.97,0,0.97,0,0,0,0,0,0,0,0,0,0,0,1.342,0,1
0.503,0,148,2.25,1.12,16.304,0,0,375,0,0,0,1.12,3.38,0,0.56,0,0,0.56,0,0.56,0,0.56,0,0.56,0.56,0.083,0,1
0.976,0.397,56,0.4,2.03,3.186,0.1,0.3,1042,0,0,0,0.61,2.23,0,0.71,0.1,0,0.1,0.1,0.3,0.5,0.81,1.42,1.11,0.5,0.033,0,1
1.562,0.36,22,0,2.41,2.638,0.8,0,124,0,0.8,0,1.61,1.61,0,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,1
0,0.212,25,0,5.26,4.818,0,1.31,53,0,0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,1.31,0,0,1
0.508,0.169,140,1.47,1.47,10.625,1.47,0,170,0,0,0,0,0,0,0,0,1.47,1.47,0,0,0,0,0,0,0,0.169,0,1
0.099,0.079,95,0,0.92,4.881,0.17,0.05,1313,0,0,0,0.34,1.04,0,0.4,0,0,0.05,0,0,0.05,0.05,0.57,0,0.28,0.009,0,1
0,0.123,23,0.81,0.81,4.793,0,0,302,0,0,0,0.81,1.22,0,0,0,0,0.4,0,0,0,0.4,0,0,0,0.185,0,1
0,0.271,14,0.58,1.74,1.67,0,0,162,0,0,0,0.87,2.62,0,0.58,0,0.87,0.58,0,0,0,1.16,0,0,0.87,0,0,1
0.01,0.169,12,0.06,1.08,1.766,0,0.06,447,0,0.84,0,1.57,4.41,0,0.18,0.06,0.72,0,0.06,0.36,0.24,0.06,0.06,0.06,0.54,0,0,1
0.029,0.011,26,0,0.2,2.813,0.03,0,2510,1.18,0.03,0,0.1,0.45,1.22,0.24,0,0,0,0.17,0,0,0.17,0.17,0,0.1,0.023,0,1
0.481,0.549,19,0,1.24,3.166,0.41,0.41,114,0,0,0,0,3.73,0,1.24,0,0,0.41,0,0,0,0,0,0.82,0.41,0,0,1
0.55,0.082,339,0.08,0.57,15.547,0.08,0.24,2923,0,0.16,0,0.08,1.87,0,0.32,0.08,0,0,0.08,0.16,0,0,0,0.32,0.24,0.151,0,1
0.977,0.397,56,0.4,2.03,3.166,0.1,0.3,1045,0,0,0,0.6,2.23,0,0.71,0.1,0,0.1,0.1,0.3,0.5,0.81,1.42,1.01,0.5,0.033,0,1
0.037,0.15,114,0.45,1.13,13.936,0.22,0,1324,0,0.9,0,0,1.58,0,0,0.22,0,0,0,0,0,0.45,0,0.22,0.22,1.584,0,1
0,0.212,25,0,5.26,4.818,0,1.31,53,0,0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,1.31,0,0,1
0.198,0,18,0,0,5.019,0.4,0,261,0,0.4,0,0,1.22,0,0,0,0,0,0,0.4,0,0.81,0,0,0,0,0,1
0.121,0,12,0.38,2.29,2.08,0.38,0.38,104,0,0,0,0.38,3.43,0,0,0.38,0,0,0.38,0.38,0,0,0,0,0,0,0,1
0.544,0,5,1.78,0,1.777,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,1
0.472,0.092,104,0,1.23,2.086,0,0,703,0,0.06,0,0.61,1.16,0,0.2,0.27,0.2,0.06,0,0.13,0,0,0.75,0.13,0.75,0.023,0,1
0.17,0.17,128,1.36,1.36,9.411,1.36,0,160,0,0,0,0,0,0,0,0,1.36,1.36,0,0,0,0,0,0,0,0.17,0,1
2.894,0.868,25,0,1.53,5.607,0,0,157,0,0,0,0,2.3,0,0,0,0,0,0,2.3,0,0,0,0,0.76,0,0,1
0.258,0,20,0,1.63,2.826,0.81,0,65,0,0,0,2.45,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.151,0.056,63,0.33,3.87,4.928,0,0.33,621,0,0,0,0.33,2.02,0,0.67,0.33,1.68,0,0.84,0.16,1.68,0.5,0.16,0.33,1.51,0,0,1
5.213,0.979,54,0,1.08,5.781,0,0.19,740,0,0,0,0.39,3.75,0,0.59,0,0.09,0.49,0,0.19,0,0.39,0.09,0,1.58,0,0,1
2.597,0,26,0,0,4.153,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.01,0.162,12,0.05,1.04,1.794,0,0.05,454,0,0.75,0,1.45,4.25,0,0.17,0.05,0.69,0,0.05,0.34,0.23,0.05,0.05,0.05,0.52,0,0,1
0.489,0.04,19,0.27,1.36,2.121,0,0.27,227,0,0,0,0.54,2.45,0,0.27,0,0,0,1.08,0.27,0,0.81,0,0,0,0,0,1
0.511,0,20,0,1.61,2.909,0.8,0,64,0,0,0,3.22,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.496,0,148,2.2,1.1,16.782,0,0,386,0,0,0,1.1,3.31,0,0.55,0,0,0.55,0,0.55,0,0.55,0,0.55,0.55,0.082,0,1
0.496,0,148,2.2,1.1,16.826,0,0,387,0,0,0,1.1,3.31,0,0.55,0,0,0.55,0,0.55,0,0.55,0,0.55,0.55,0.082,0,1
0,0.162,10,0.31,3.19,1.515,0.31,0.31,144,0,0,0,0.63,2.55,0,0.31,0,0.31,0,0.31,0.63,0,0,0,0,0.31,0.054,0,1
0.379,0.063,12,0.69,1.38,2.042,0.69,0.34,96,0,0.34,0,1.04,5.9,0,0.69,0,0,0,0,0,0,0.69,0,0,0.69,0,0,1
0,0.183,140,1.56,1.56,11.714,1.56,0,164,0,0,0,0,0,0,0,0,1.56,1.56,0,0,0,1.56,0,0,0,0.183,0,1
0.488,0,148,2.16,1.08,15.16,0,0,379,0,0,0,1.08,3.24,0,0.54,0,0,0.54,0,0.54,0,0.54,0,0.54,0.54,0.081,0,1
0.21,0,32,0.28,1.44,2.293,1.88,0,477,0,0,0,0.28,1.01,0,0.57,0.14,0.14,0,0.28,0.14,0,0.43,0,0.14,0.28,0,0,1
0.13,0.196,75,0,1.1,7.4,0.22,0.22,629,0,0.22,0,0.22,1.32,0,0.44,0.22,0,0,0,0.22,0,0.44,0.66,0,0.88,0,0,1
0.388,0.048,49,0,0.88,2.264,0,0.29,428,0,0.14,0,0.88,2.2,0,0.29,0,0.29,0,0,0.14,0,0,0.88,0,0.73,0.024,0,1
0.167,0.167,44,0.07,1.85,3.412,0,0.07,795,0,0,0,0.51,3.55,0,0.81,0.07,0.14,0.37,0,0.29,0,0.37,0.07,0.44,1.48,0.01,0,1
0,0.163,10,0.31,3.19,1.515,0.31,0.31,144,0,0,0,0.63,2.55,0,0.31,0,0.31,0,0.31,0.63,0,0,0,0,0.31,0.054,0,1
0,0.163,10,0.31,3.19,1.515,0.31,0.31,144,0,0,0,0.63,2.55,0,0.31,0,0.31,0,0.31,0.63,0,0,0,0,0.31,0.054,0,1
