@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R52-53,56,7,21,55,16,24,57,25,23,27,5,19,26,3,11,17,2,8,6,20,10,9,18,12,54,30,58_clustered'

@attribute Instance_number numeric
@attribute attribute_51 numeric
@attribute attribute_52 numeric
@attribute attribute_55 numeric
@attribute attribute_6 numeric
@attribute attribute_20 numeric
@attribute attribute_54 numeric
@attribute attribute_15 numeric
@attribute attribute_23 numeric
@attribute attribute_56 numeric
@attribute attribute_24 numeric
@attribute attribute_22 numeric
@attribute attribute_26 numeric
@attribute attribute_4 numeric
@attribute attribute_18 numeric
@attribute attribute_25 numeric
@attribute attribute_2 numeric
@attribute attribute_10 numeric
@attribute attribute_16 numeric
@attribute attribute_1 numeric
@attribute attribute_7 numeric
@attribute attribute_5 numeric
@attribute attribute_19 numeric
@attribute attribute_9 numeric
@attribute attribute_8 numeric
@attribute attribute_17 numeric
@attribute attribute_11 numeric
@attribute attribute_53 numeric
@attribute attribute_29 numeric
@attribute attribute_57 {0,1}
@attribute Cluster {cluster0,cluster1}

@data
1067,0.258,0,20,0,1.63,2.826,0.81,0,65,0,0,0,2.45,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster0
1068,1.151,0.056,63,0.33,3.87,4.928,0,0.33,621,0,0,0,0.33,2.02,0,0.67,0.33,1.68,0,0.84,0.16,1.68,0.5,0.16,0.33,1.51,0,0,1,cluster0
1069,5.213,0.979,54,0,1.08,5.781,0,0.19,740,0,0,0,0.39,3.75,0,0.59,0,0.09,0.49,0,0.19,0,0.39,0.09,0,1.58,0,0,1,cluster0
1070,2.597,0,26,0,0,4.153,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
1071,0.01,0.162,12,0.05,1.04,1.794,0,0.05,454,0,0.75,0,1.45,4.25,0,0.17,0.05,0.69,0,0.05,0.34,0.23,0.05,0.05,0.05,0.52,0,0,1,cluster0
1072,0.489,0.04,19,0.27,1.36,2.121,0,0.27,227,0,0,0,0.54,2.45,0,0.27,0,0,0,1.08,0.27,0,0.81,0,0,0,0,0,1,cluster0
1073,0.511,0,20,0,1.61,2.909,0.8,0,64,0,0,0,3.22,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster0
1074,0.496,0,148,2.2,1.1,16.782,0,0,386,0,0,0,1.1,3.31,0,0.55,0,0,0.55,0,0.55,0,0.55,0,0.55,0.55,0.082,0,1,cluster0
1075,0.496,0,148,2.2,1.1,16.826,0,0,387,0,0,0,1.1,3.31,0,0.55,0,0,0.55,0,0.55,0,0.55,0,0.55,0.55,0.082,0,1,cluster0
1076,0,0.162,10,0.31,3.19,1.515,0.31,0.31,144,0,0,0,0.63,2.55,0,0.31,0,0.31,0,0.31,0.63,0,0,0,0,0.31,0.054,0,1,cluster0
1077,0.379,0.063,12,0.69,1.38,2.042,0.69,0.34,96,0,0.34,0,1.04,5.9,0,0.69,0,0,0,0,0,0,0.69,0,0,0.69,0,0,1,cluster0
1078,0,0.183,140,1.56,1.56,11.714,1.56,0,164,0,0,0,0,0,0,0,0,1.56,1.56,0,0,0,1.56,0,0,0,0.183,0,1,cluster1
1079,0.488,0,148,2.16,1.08,15.16,0,0,379,0,0,0,1.08,3.24,0,0.54,0,0,0.54,0,0.54,0,0.54,0,0.54,0.54,0.081,0,1,cluster0
1080,0.21,0,32,0.28,1.44,2.293,1.88,0,477,0,0,0,0.28,1.01,0,0.57,0.14,0.14,0,0.28,0.14,0,0.43,0,0.14,0.28,0,0,1,cluster0
1081,0.13,0.196,75,0,1.1,7.4,0.22,0.22,629,0,0.22,0,0.22,1.32,0,0.44,0.22,0,0,0,0.22,0,0.44,0.66,0,0.88,0,0,1,cluster0
1082,0.388,0.048,49,0,0.88,2.264,0,0.29,428,0,0.14,0,0.88,2.2,0,0.29,0,0.29,0,0,0.14,0,0,0.88,0,0.73,0.024,0,1,cluster0
1083,0.167,0.167,44,0.07,1.85,3.412,0,0.07,795,0,0,0,0.51,3.55,0,0.81,0.07,0.14,0.37,0,0.29,0,0.37,0.07,0.44,1.48,0.01,0,1,cluster0
1084,0,0.163,10,0.31,3.19,1.515,0.31,0.31,144,0,0,0,0.63,2.55,0,0.31,0,0.31,0,0.31,0.63,0,0,0,0,0.31,0.054,0,1,cluster0
1085,0,0.163,10,0.31,3.19,1.515,0.31,0.31,144,0,0,0,0.63,2.55,0,0.31,0,0.31,0,0.31,0.63,0,0,0,0,0.31,0.054,0,1,cluster0
1086,0.01,0.167,13,0.05,1.11,1.838,0,0.05,467,0,0.81,0,1.52,4.21,0,0.17,0.05,0.64,0,0.05,0.35,0.23,0.05,0.05,0.05,0.52,0,0,1,cluster0
1087,1.085,0.232,58,0.97,1.45,5.166,0,0,186,0,1.45,0,0.48,4.36,0,0.97,0,0.48,0,0,0,0,0,0,0.48,0.48,0.077,0,1,cluster0
1088,0.48,0.549,19,0,1.24,3.166,0.41,0.41,114,0,0,0,0,3.73,0,1.24,0,0,0.41,0,0,0,0,0,0.82,0.41,0,0,1,cluster0
1089,0.261,0.294,62,0.08,0.94,3.282,0.08,0.34,535,0,0.34,0,0.08,3,0,0.25,0.34,0,0.42,0.25,0.42,0,1.62,0.08,0,0.51,0.065,0,1,cluster0
1090,0.233,0,84,0,0.64,9.5,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,1,cluster1
1091,0,0,2,1.63,3.27,1.2,0,0,12,0,0,0,0,1.63,0,0,0,0,1.63,0,0,0,1.63,0,0,0,0,0,1,cluster0
1092,0.092,0.014,48,0.08,3.14,4.16,0,0.08,1140,0,0.34,0,0.43,1.2,0,0.08,0,0.17,0,0.43,0.08,0,0.08,0.08,0.08,0.6,0,0,1,cluster0
1093,0.092,0.014,48,0.08,3.14,4.16,0,0.08,1140,0,0.34,0,0.43,1.2,0,0.08,0,0.17,0,0.43,0.08,0,0.08,0.08,0.08,0.6,0,0,1,cluster0
1094,0.638,0.174,8,0.34,1.73,2.17,0.69,1.04,89,0,0,0,0.34,4.86,0,0.69,0.34,0,0.34,0,0.69,0,1.04,0,0.69,1.38,0,0,1,cluster0
1095,0.14,0,139,0.29,2.9,4.892,0.87,0.58,274,0,0,0,0.29,2.61,0,0.29,0.58,0.58,0,0.29,0.29,2.61,0,0,0.29,0.87,0.14,0,1,cluster0
1096,0.072,0,45,0.45,0,7.857,0,0,440,0,0,0,0.45,0.9,0,0,0,0,0,0,0.45,0,0,0,0,0.45,1.083,0,1,cluster1
1097,0.133,0.066,30,0.2,2.22,2.704,0.4,0.4,192,0,0,0,0,3.44,0,0.4,0,0,0,0,0,3.03,0.2,0.8,0,0.4,0,0,1,cluster0
1098,0.213,1.492,223,1.33,5.33,29.125,0,0,233,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster0
1099,0.588,0.156,1038,0.44,3.32,86.7,0.44,0.44,1734,0,0.44,0,1.77,3.32,0,0.22,0,0,0.22,0.44,0.22,0,2.88,0.22,0.44,0.88,0,0,1,cluster0
1100,0.292,0,38,0,0.9,3,0,0,75,0,0,0,0,6.36,0,0,0,0,0.9,0,0,0,0,0,1.81,0.9,0,0,1,cluster0
1101,0.467,0.233,12,0.74,1.49,1.846,0,0,72,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,1,cluster1
1102,0.13,0,137,0.28,0.85,7,0.14,0.42,826,0,0,0,1.28,1.7,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,1,cluster1
1103,0.882,0.189,78,0.37,1.13,4.08,0.37,0,253,0,0.37,0,1.13,2.65,0,0.37,0,0.75,0,0,0,0,0.75,0,0,0.37,0,0,1,cluster0
1104,1.799,0.514,11,0,2.66,1.823,0,0,62,0,0,0,0,2.66,0,0,0,2.66,0,0,0,0,0,0,5.33,0,0,0,1,cluster0
1105,0.963,0.113,47,0,0.72,2.622,0.72,0,139,0.36,0,0,1.45,2.54,0.36,0.72,0,0,0,0,0.36,1.81,1.45,0,0,1.09,0.17,0,1,cluster0
1106,1.218,0.261,68,1.08,1.08,5.323,0.54,0,181,0,1.62,0,0.54,4.32,0,1.08,0,0.54,0,0,0,0,0,0,0,0.54,0,0,1,cluster0
1107,0.628,0.943,9,0,0,2.944,1.81,0,53,0,5.45,0,0,1.81,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,1,cluster0
1108,0.515,0.957,78,0.48,1.44,6.833,0.48,0.48,328,0,0.48,0,0.96,1.92,0,0.48,0,0.96,0,0,0,0,0,0,0,0,0,0,1,cluster0
1109,0.278,0,18,0,1.96,2.95,0.98,0,59,0.98,0,0,0.98,2.94,0.98,0,0.98,0,0,0,0,0,0.98,0,0.98,0.98,0,0,1,cluster0
1110,0.833,0,3,0,0,1.375,0,0,11,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
1111,0,0,180,0.18,0,25.22,1.89,0.18,1261,0,0,0,0.18,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0,1,cluster1
1112,0.191,0.143,31,0,1.21,2.041,0.3,0.6,196,0,0,0,0,2.74,0,0.6,0,0,0,0,0.6,0,0,0.6,0,1.82,0,0,1,cluster0
1113,1.326,0,11,0,4,2.2,1.33,0,44,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,1,cluster0
1114,0.379,0.136,181,0.03,1.36,3.341,0.51,0.71,1955,0,0.27,0,0.23,2.75,0,0.3,0.1,0.34,0.17,0.95,0.17,0.13,0.37,0.37,0.34,0.64,0,0,1,cluster0
1115,0.19,0.142,31,0,1.21,2.03,0.3,0.6,199,0,0,0,0,2.72,0,0.6,0,0,0,0,0.6,0,0,0.6,0,1.81,0,0,1,cluster0
1116,0.239,0.239,123,0.58,1.74,3.338,0.58,1.16,207,0,0,0,0.58,0.58,0,0,0,0.58,0,0.58,0,0,0,0,0.58,0,0,0,1,cluster0
1117,0.37,0,54,0.46,1.86,6.137,0,0,313,0,0,0,0.46,2.8,0,1.4,0,0,0,1.4,0,0,0.46,0,0,0,0,0,1,cluster0
1118,0,0.211,11,0,3.03,1.745,0.3,0.3,185,0,0,0,0.3,2.12,0,0.3,0,0.3,0,0.3,0.91,0,0,0,0.3,0.3,0.052,0,1,cluster0
1119,0,0.21,11,0,3.02,1.738,0.3,0.3,186,0,0,0,0.3,2.11,0,0.3,0,0.3,0,0.3,0.9,0,0,0,0.3,0.3,0.052,0,1,cluster0
1120,0.103,0,11,0,6.54,1.437,0,0.59,161,0,0,0,0.59,3.57,0,0,0,0,0.59,0.59,0,0,0,0,0.59,0,0,0,1,cluster0
1121,0.325,0.523,445,0.02,1.43,6.723,0.33,0.46,4128,0,0.94,0,0.08,3.05,0,0.42,0.21,0.42,0.25,0.35,0.23,0,0.69,0.35,0.02,0.9,0.124,0,1,cluster0
1122,0.239,0.239,123,0.58,1.74,3.338,0.58,1.16,207,0,0,0,0.58,0.58,0,0,0,0.58,0,0.58,0,0,0,0,0.58,0,0,0,1,cluster0
1123,0,0.211,11,0,3.03,1.752,0.3,0.3,184,0,0,0,0.3,2.12,0,0.3,0,0.3,0,0.3,0.91,0,0,0,0.3,0.3,0.052,0,1,cluster0
1124,0,0.211,11,0,3.03,1.752,0.3,0.3,184,0,0,0,0.3,2.12,0,0.3,0,0.3,0,0.3,0.91,0,0,0,0.3,0.3,0.052,0,1,cluster0
1125,0.402,0.402,49,0,2.63,5.681,0.71,0.23,392,0,0.71,0,0.23,5.26,0,1.19,0,1.43,0,0,0.23,0,0.47,0,0,1.43,0.089,0,1,cluster0
1126,0,0,10,0,0,2.103,0,0,204,0,0.59,0,0,0,0,1.79,0,0,0,0.59,0.59,0,0,0,0,0,0,0,1,cluster1
1127,4.347,0,7,0,0,3,0,0,9,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster0
1128,0.036,0.184,66,0,1.44,2.336,0.48,0.24,264,0,0.48,0,0.72,1.2,0,0.48,0.48,0,0,0,0.48,0,0,0.24,0,0.24,0,0.24,1,cluster0
1129,0.036,0.184,66,0,1.44,2.336,0.48,0.24,264,0,0.48,0,0.72,1.2,0,0.48,0.48,0,0,0,0.48,0,0,0.24,0,0.24,0,0.24,1,cluster0
1130,0.263,0.263,62,0.08,0.77,3.076,0.08,0.34,526,0,0.34,0,0.08,3.03,0,0.25,0.34,0,0.25,0.25,0.43,0,1.47,0.08,0,0.51,0.065,0,1,cluster0
1131,0.802,0,107,0,0.87,5.114,0,0.43,179,0,0,0,0.87,0.87,0,0,0,1.74,0,0,0.87,0,0.43,0,0,2.18,0,0,1,cluster0
1132,0.874,0,107,0,0.87,5.114,0,0.43,179,0,0,0,0.87,0.87,0,0,0,1.74,0,0,0.87,0,0.43,0,0,2.18,0,0,1,cluster0
1133,0.14,0,139,0.29,2.9,4.892,0.87,0.58,274,0,0,0,0.29,2.61,0,0.29,0.58,0.58,0,0.29,0.29,2.61,0,0,0.29,0.87,0.14,0,1,cluster0
1134,0.543,0,15,0,0,5,0,0,50,0,0,0,0,7.04,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,1,cluster0
1135,0.653,0.118,13,0,4.04,1.53,0,0.36,75,0,0,0,0.36,2.94,0,0,0,0.73,0,0.36,0.36,0,0.36,0.36,0,0.36,0,0,1,cluster0
1136,0.364,0.312,192,0,0.38,7.541,0,0,543,0,0.77,0,0.38,0.58,0,0.97,0,0,0,0,0.19,0,0.19,0,0,1.16,0,0,1,cluster1
1137,0.099,0.014,48,0.08,3.17,4.07,0,0.08,574,0,0.34,0,0.42,1.2,0,0.08,0,0.17,0,0.42,0.08,0,0.08,0.08,0.08,0.6,0,0,1,cluster0
1138,0.327,0,71,0.26,1.05,5.549,0.79,0.52,566,0,0,0,0.26,1.32,0,2.38,0.26,0,0,0,0,0,0,0.52,0,0,0,0,1,cluster0
1139,0.346,0.793,199,0.05,1.48,6.05,0.1,0.33,3213,0,1.01,0,0.05,3.21,0,0.46,0.26,0.44,0.31,0.26,0.13,0,0.75,0.44,0,0.96,0.159,0,1,cluster0
1140,0.249,0.305,59,0.54,2,3.921,0.36,0.18,447,0,0,0,1.09,1.82,0,0.54,0,0.18,0,0,0.18,0,0.54,0.54,0.54,0.18,0,0,1,cluster0
1141,0.099,0.014,48,0.08,3.17,4.07,0,0.08,574,0,0.34,0,0.42,1.2,0,0.08,0,0.17,0,0.42,0.08,0,0.08,0.08,0.08,0.6,0,0,1,cluster0
1142,1.9,0.475,11,0,3.79,1.763,0,0,67,0,0,0,0,2.53,0,1.26,0,2.53,0,0,0,0,0,0,5.06,0,0,0,1,cluster0
1143,0.053,0.053,134,0.36,0,18.37,0.36,0,496,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
1144,1.248,0.197,842,0,4.52,58.705,0.37,0,998,0,0.37,0,0.37,2.26,0,1.13,0.37,0,0.75,0.37,0,0,1.88,0.37,0,2.64,0.065,0,1,cluster0
1145,0.107,0,7,0,1.15,1.421,0,0,54,0,0,0,0,3.46,0,0,0.57,0,0.57,0,0,0,0,0,1.73,0.57,0,0,1,cluster0
1146,0.411,0,15,0,2.17,4.307,0,0,56,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster0
1147,5.924,1.33,54,0,1.09,5.8,0,0.09,725,0,0,0,0.39,3.79,0,0.59,0,0.09,0.49,0,0.19,0,0.39,0.09,0,1.59,0,0,1,cluster0
1148,0.123,0,12,0.38,1.93,2.062,0.38,0.38,99,0,0,0,0.38,3.87,0,0,0.38,0,0,0.38,0.38,0,0,0,0,0,0,0,1,cluster0
1149,0.298,0.597,12,0,3.17,3.333,0,0,30,0,3.17,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster0
1150,0.424,0,152,0,0.49,12.692,0.49,0,330,0,0,0,2.46,4.43,0,1.97,0,1.47,0.49,0,0,0,0,0,0.49,0,0,0,1,cluster0
1151,0.123,0,12,0.38,1.93,2.062,0.38,0.38,99,0,0,0,0.38,3.87,0,0,0.38,0,0,0.38,0.38,0,0,0,0,0,0,0,1,cluster0
1152,0.25,0.073,37,0.38,0.7,1.764,0,0,766,0,0.19,0,0.19,1.67,0,0.77,0,0,0.12,0,0.32,0.06,0,0.06,0.12,0.64,0,0,1,cluster0
1153,0.061,0.122,57,0.37,2.24,4.727,0,0.37,208,0,0,0,0,2.99,0,0.74,1.12,0,0.74,0,0,0,1.12,0.37,0.74,1.12,0,0,1,cluster0
1154,0.705,0.211,13,0.39,1.98,1.903,0,0,118,0,0,0,1.58,3.96,0,0,0,1.58,0,1.19,0,0,0.39,0,0.39,0.79,0,0,1,cluster0
1155,0.904,5.3,92,0.41,0.41,7.478,1.65,0.82,344,0,0.41,0,0,2.9,0,0.82,0,0.41,0,0,0,0,0.41,0,0,0.41,0,0,1,cluster0
1156,0.431,0.111,87,0.09,1.23,3.37,0,0.04,1645,0,0.29,0,1.04,1.53,0,0.14,0.04,0.14,0.09,0,0.09,0.24,0,0.79,0.04,0.29,0,0,1,cluster0
1157,0.904,5.3,92,0.41,0.41,7.478,1.65,0.82,344,0,0.41,0,0,2.9,0,0.82,0,0.41,0,0,0,0,0.41,0,0,0.41,0,0,1,cluster0
1158,0,0,57,0,0,4.722,0,1.42,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
1159,0.555,0,311,1.21,4.87,104.666,0,0,314,0,0,0,1.21,2.43,0,0,1.21,4.87,0,1.21,0,1.21,1.21,1.21,0,1.21,0,0,1,cluster0
1160,0.174,0.087,12,0,1.92,1.612,0.96,0,50,0,0.48,0,0,6.73,0,0,0,0,0,0,0,0,0.48,0,0,2.4,0,0,1,cluster0
1161,0.328,0.858,199,0.05,1.49,5.928,0.1,0.34,3160,0,0.99,0,0.05,3.23,0,0.47,0.26,0.47,0.31,0.26,0.13,0,0.76,0.42,0,0.97,0.157,0,1,cluster0
1162,1.562,0,95,1.47,0,5,0,0,170,0,0,0,1.47,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,1,cluster1
1163,1.208,0.259,76,1.06,1.06,5.558,1.06,0,189,0,1.59,0,0.53,4.25,0,1.06,0,0.53,0,0,0,0,0,0,0,0.53,0,0,1,cluster0
1164,0.48,0.549,19,0,1.24,3.166,0.41,0.41,114,0,0,0,0,3.73,0,1.24,0,0,0.41,0,0,0,0,0,0.82,0.41,0,0,1,cluster0
1165,1.208,0.345,140,0.55,1.67,4.761,0.55,0,200,0,0,0,2.23,3.91,0,0.55,0,2.79,0.55,0,0,0,0,0,0,0.55,0,0,1,cluster0
1166,1.207,0.345,140,0.55,1.67,4.761,0.55,0,200,0,0,0,2.23,3.91,0,0.55,0,2.79,0.55,0,0,0,0,0,0,0.55,0,0,1,cluster0
1167,1.246,0.196,845,0,4.54,62.5,0.37,0,1000,0,0.37,0,0.37,2.27,0,1.13,0.37,0,0.75,0.37,0,0,1.89,0.37,0,2.65,0.065,0,1,cluster0
1168,1.275,0.141,78,0,3.81,5.598,0.34,0.51,711,0,0.17,0,0.17,1.9,0,0.69,0.17,1.03,0,0.51,0.51,1.55,0.17,0.17,0.17,1.38,0,0,1,cluster0
1169,0.371,0.061,84,0,1.27,2.89,0,0.12,477,0,0,0,0.12,2.81,0,1.15,0.12,0.12,0.89,0.12,0,0.12,0.12,0.25,2.04,0.38,0,0,1,cluster0
1170,0.08,0,13,1.18,1.65,1.844,0.23,0,83,0,0,0,1.89,2.83,0,0.47,0.23,1.41,0.47,0.23,0,0,0.47,0,0,0.7,0,0,1,cluster0
1171,0.329,0.78,193,0.05,1.5,6.045,0.26,0.34,3059,0,1.02,0,0.05,3.24,0,0.47,0.26,0.44,0.31,0.26,0.13,0,0.76,0.44,0,0.97,0.162,0,1,cluster0
1172,0.138,0,46,0,1.35,5.809,0.45,0,122,0,0,0,1.35,1.8,0,0,0,0.45,0,0,0.45,0,0,0,0.45,0,0,0,1,cluster0
1173,1.939,0,8,1.23,0,1.379,1.23,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
1174,1.947,0,8,1.23,0,1.379,1.23,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
1175,1.949,0,8,1.23,0,1.379,1.23,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
1176,0.586,0.189,31,0.19,0.49,2.349,0,0,477,0,0.39,0,0.09,1.38,0,0,0.09,0,0,0,0.09,0,0.09,0,0.19,0.69,0.017,0,1,cluster1
1177,0.503,0.062,12,0.68,1.37,1.82,0.68,0.34,91,0,0.34,0,1.03,5.86,0,0.68,0,0,0,0,0,0,0.68,0,0,0.68,0,0,1,cluster0
1178,0.136,0.182,30,0,0.27,8.207,0,0,435,0,0,0,0,2.2,0,0.27,0.27,0,0,0,0,0,0.27,0,0,0.55,0,0,1,cluster1
1179,0,0.692,25,0,1.09,4.941,0,0,84,0,0,0,0,0,0,0,0,0,1.09,1.09,0,0,0,0,0,0,0,0,1,cluster1
1180,0.371,0.061,84,0,1.27,2.878,0,0.12,475,0,0,0,0.12,2.8,0,1.14,0.12,0.12,0.89,0.12,0,0.12,0.12,0.25,2.04,0.38,0,0,1,cluster0
1181,0.331,0,295,1.2,3.61,50.166,0,0,301,0,0,0,1.2,2.4,0,0,1.2,4.81,0,1.2,0,1.2,1.2,1.2,0,1.2,0,0,1,cluster0
1182,1.634,0.155,47,0.24,2.47,3.975,0,0.74,485,0,0.24,0,0.24,1.23,0,0.74,0.24,1.23,0,0.74,0.74,1.73,0.24,0.24,0,1.23,0,0,1,cluster0
1183,0.619,0.103,33,0.6,1.21,6.166,0,0.6,259,0,0,0,0.6,1.81,0,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0,1,cluster0
1184,0.795,0.217,66,0,1.38,4.869,0.92,0.46,224,0,0,0,1.38,0.92,0,0.46,0.46,0,0.46,1.85,0,0.46,0.92,0,0,0,0,0,1,cluster0
1185,2.362,0,37,0,1.35,3.384,0,0,132,0,0,0,0,1.35,0,0.67,0,0,0,0,0,0,0.67,0,0,0,0,0,1,cluster0
1186,0.294,0.147,281,1.47,2.94,72,0,0,288,0,0,0,0,0,0,0,1.47,2.94,0,1.47,0,1.47,1.47,1.47,0,0,0,0,1,cluster0
1187,0.625,0.312,47,0,1.99,4.75,0.49,0.49,190,0,0,0,1.49,0.99,0,0.49,0.49,0,0.49,0,0,0.49,0.99,0,0,0,0,0,1,cluster0
1188,0,0,12,0.53,1.6,2.131,0,0,81,0,0,0,0,2.67,0,0,0,0,0.53,0,0.53,0,0,0,1.6,0,0,0,1,cluster0
1189,1.473,0,29,0,1.11,4.071,0,0,114,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster0
1190,1.135,0.349,140,0.56,1.7,5.105,0.56,0,194,0,0,0,2.27,3.97,0,0.56,0,3.4,0.56,0,0,0,0,0,0,0.56,0,0,1,cluster0
1191,0.13,0.168,175,0,1.77,5.76,0,0.23,795,0,0,0,0.23,4.84,0,0.23,0.11,0.11,0.59,0,0.11,4.96,1.18,0.82,0,2,0.018,0,1,cluster0
1192,0.441,0,4,0,0.93,1.372,0,0,70,0,0,0,1.12,3.18,0,0.56,0,0.37,0,0,0,0,0,0,0.37,0,0,0,1,cluster0
1193,0.496,0.248,80,0,2.38,5.187,0,0,249,0,0.47,0,1.42,2.38,0,0.47,0,0.95,0,0,0,0,0,0,0,0.95,0,0,1,cluster0
1194,0.441,0,4,0,0.93,1.372,0,0,70,0,0,0,1.12,3.18,0,0.56,0,0.37,0,0,0,0,0,0,0.37,0,0,0,1,cluster0
1195,0.036,0.184,66,0,1.45,2.276,0.48,0.24,255,0,0.48,0,0.72,1.21,0,0.48,0.48,0,0,0,0.48,0,0,0.24,0.24,0.24,0,0.24,1,cluster0
1196,0,0,60,0.36,2.17,6.685,0,0,234,0,0,0,1.44,2.89,0,0.72,0.72,0,0.36,0,0,0,1.44,0,0,0.36,2.517,0,1,cluster0
1197,2.413,0,37,0,1.35,3.384,0,0,132,0,0,0,0,1.35,0,0.67,0,0,0,0,0,0,0.67,0,0,0,0,0,1,cluster0
1198,0,0,182,0,1.42,7.18,0.47,0,359,0,0,0,0.47,1.9,0,0,0.47,0,0.47,0,0,0,0,0,0.95,0,0,0,1,cluster0
1199,0,0,182,0,1.42,7.18,0.47,0,359,0,0,0,0.47,1.9,0,0,0.47,0,0.47,0,0,0,0,0,0.95,0,0,0,1,cluster0
1200,0.311,0.734,144,0.04,1.36,5.328,0.23,0.31,3016,0,0.97,0,0.04,2.93,0,0.43,0.23,0.4,0.28,0.21,0.11,0,0.69,0.4,0,0.88,0.145,0,1,cluster0
1201,0.909,0,11,0,0,2.857,5,0,40,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster0
1202,0.49,0.158,669,0.5,0.7,8.55,0.1,0.1,1351,0,0.6,0,0.8,1.31,0,1.01,0.3,0,0.2,0,0.8,0.2,0.1,0.8,1.11,0.7,0.015,0,1,cluster0
1203,0.294,0.147,281,1.47,2.94,71.5,0,0,286,0,0,0,0,0,0,0,1.47,2.94,0,1.47,0,1.47,1.47,1.47,0,0,0,0,1,cluster0
1204,1.217,0.347,140,0.56,1.69,5.105,0.56,0,194,0,0,0,2.25,3.95,0,0.56,0,3.38,0.56,0,0,0,0,0,0,0.56,0,0,1,cluster0
1205,0,0,11,0,0,2,0,0,20,0,0,0,2.38,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
1206,0.434,0,4,0,0.92,1.377,0,0,73,0,0,0,1.11,3.14,0,0.55,0,0.37,0,0,0,0,0,0,0.37,0,0,0,1,cluster0
1207,0.462,0,6,0,0,3.125,3.12,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
1208,0.344,0.784,193,0.05,1.5,6.094,0.26,0.34,3029,0,1.11,0,0.05,3.25,0,0.47,0.26,0.44,0.31,0.23,0.15,0,0.76,0.44,0,0.97,0.154,0,1,cluster0
1209,0.706,0,55,0,0,8.411,0.81,0,143,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cluster1
1210,0.327,1.357,72,0,0.47,5.769,0.23,0.23,450,0,0,0,0,2.63,0,0,0,0,0.47,0,0.47,0,0.23,0.23,0.47,1.19,0.046,0,1,cluster1
1211,0,0.349,105,0.42,2.13,7,0,0,441,0,1.28,0,0,2.99,0,0,0,0,0,0,0,0,0.42,0,1.28,0.42,0,0,1,cluster0
1212,0.416,0,6,0,0.9,1.373,0,0,92,0,0,0,1.08,3.06,0,0.54,0,0.36,0,0,0,0,0,0,0.36,0.18,0,0,1,cluster0
1213,1.434,0,64,0,1.74,3.281,0,0.29,361,0,0,0,0,2.91,0,0.58,0,0.29,0,0.29,0,0.87,0,0,0.58,0,0.047,0,1,cluster0
1214,0.502,0.251,80,0,2.41,5.488,0,0,247,0,0.48,0,1.44,2.41,0,0.48,0,0.96,0,0,0.48,0,0,0,0,0.96,0,0,1,cluster0
1215,0.421,0.252,80,0,2.42,5.173,0,0,238,0,0.48,0,1.45,2.42,0,0.48,0,0.97,0,0,0,0,0,0,0,0.97,0,0,1,cluster0
1216,0.677,0.254,80,0,2.45,5.2,0,0,234,0,0.49,0,1.47,2.45,0,0.49,0,0.98,0,0,0,0,0,0,0,0.98,0,0,1,cluster0
1217,0.105,0,25,1.45,5.1,2.689,0,0,78,0,0,0,0,2.18,0,0,0,1.45,0,0,0,1.45,0,0,0,0.72,0,0,1,cluster0
